ì˙ït,éûçè,ãCâ∑(Åé),ïóå¸(ìx:0Å`359),ïóë¨(m/s),ç~êÖó (mm),êœê·ê[(cm),ëOÇPéûä‘ç~ê·ó (cm)
2019-3-16,1:20,-0.2,356,0.4,0,41,Å~
2019-3-16,1:30,0,337,0.4,0,41,Å~
2019-3-16,1:40,0,273,0.2,0,41,Å~
2019-3-16,1:50,-0.1,273,0.2,0,41,Å~
2019-3-16,2:00,-0.2,298,0.3,0,41,0
2019-3-16,2:10,-0.3,281,0.2,0,41,Å~
2019-3-16,2:20,-0.4,275,0.2,0,41,Å~
2019-3-16,2:30,-0.4,289,0.3,0,41,Å~
2019-3-16,2:40,-0.5,295,0.2,0,41,Å~
2019-3-16,2:50,-0.5,321,0.1,0,41,Å~
2019-3-16,3:00,-0.5,306,0.1,0,41,0
2019-3-16,3:10,-0.6,292,0.1,0,41,Å~
2019-3-16,3:20,-0.5,285,0.2,0,41,Å~
2019-3-16,3:30,-0.5,322,0.2,0,41,Å~
2019-3-16,3:40,-0.6,288,0.2,0,41,Å~
2019-3-16,3:50,-0.7,300,0.2,0,40,Å~
2019-3-16,4:00,-0.8,281,0.2,0,41,0
2019-3-16,4:10,-0.9,278,0.2,0,41,Å~
2019-3-16,4:20,-0.9,292,0.1,0.5,40,Å~
2019-3-16,4:30,-0.9,315,0.1,0,41,Å~
2019-3-16,4:40,-0.9,28,0.2,0,42,Å~
2019-3-16,4:50,-1,33,0.5,0,42,Å~
2019-3-16,5:00,-1,25,0.5,0,43,2
2019-3-16,5:10,-1,44,0.3,0,43,Å~
2019-3-16,5:20,-1.1,57,0.3,0,45,Å~
2019-3-16,5:30,-1.1,88,0.3,0,45,Å~
2019-3-16,5:40,-1.4,52,0.7,0,45,Å~
2019-3-16,5:50,-1.3,47,0.5,0,45,Å~
2019-3-16,6:00,-1.4,37,0.4,0,45,2
2019-3-16,6:10,-1.4,43,0.6,0,46,Å~
2019-3-16,6:20,-1.4,45,0.7,0,46,Å~
2019-3-16,6:30,-1.4,47,0.8,0,47,Å~
2019-3-16,6:40,-1.4,45,0.6,0.5,47,Å~
2019-3-16,6:50,-1.2,37,0.1,0.5,47,Å~
2019-3-16,7:00,-1.2,323,0.2,0,47,2
2019-3-16,7:10,-1.2,236,0.2,0,47,Å~
2019-3-16,7:20,-1.2,215,0.4,0.5,47,Å~
2019-3-16,7:30,-1,220,0.5,0,48,Å~
2019-3-16,7:40,-1.1,Å~,Å~,0,48,Å~
2019-3-16,7:50,-1.1,270,0.5,0,48,Å~
2019-3-16,8:00,-1,Å~,Å~,0,48,1
2019-3-16,8:10,-0.9,Å~,Å~,0.5,49,Å~
2019-3-16,8:20,-0.9,Å~,Å~,0.5,49,Å~
2019-3-16,8:30,-1,Å~,Å~,0,49,Å~
2019-3-16,8:40,-1,Å~,Å~,0,49,Å~
2019-3-16,8:50,-0.9,Å~,Å~,0.5,49,Å~
2019-3-16,9:00,-0.9,Å~,Å~,0,49,1
2019-3-16,9:10,-0.9,319,0.5,0,49,Å~
2019-3-16,9:20,-0.8,282,0.6,0,49,Å~
2019-3-16,9:30,-0.7,265,0.7,0,49,Å~
2019-3-16,9:40,-0.5,280,0.8,0.5,49,Å~
2019-3-16,9:50,-0.7,286,0.8,0.5,50,Å~
2019-3-16,10:00,-0.4,295,0.8,0.5,50,1
2019-3-16,10:10,-0.4,278,0.9,0.5,50,Å~
2019-3-16,10:20,-0.1,134,0.6,0.5,49,Å~
2019-3-16,10:30,-0.1,297,1.1,0.5,49,Å~
2019-3-16,10:40,-0.1,144,1.1,0.5,49,Å~
2019-3-16,10:50,0.2,307,1,0.5,50,Å~
2019-3-16,11:00,0.2,302,0.8,0,50,0
2019-3-16,11:10,0.3,314,1.1,0.5,50,Å~
2019-3-16,11:20,0.3,289,1.1,0.5,50,Å~
2019-3-16,11:30,0.2,299,1.3,0,50,Å~
2019-3-16,11:40,0.3,Å~,Å~,0,50,Å~
2019-3-16,11:50,0.4,Å~,Å~,0.5,50,Å~
2019-3-16,12:00,0.4,Å~,Å~,0,50,0
2019-3-16,12:10,0.6,Å~,Å~,0.5,50,Å~
2019-3-16,12:20,0.5,Å~,Å~,0,50,Å~
2019-3-16,12:30,0.6,Å~,Å~,0,50,Å~
2019-3-16,12:40,0.6,Å~,Å~,0,50,Å~
2019-3-16,12:50,0.7,Å~,Å~,0,50,Å~
2019-3-16,13:00,0.7,Å~,Å~,0,49,0
2019-3-16,13:10,0.7,348,1,0,49,Å~
2019-3-16,13:20,0.9,306,2.7,0,49,Å~
2019-3-16,13:30,1,301,2.4,0,49,Å~
2019-3-16,13:40,1.1,282,0.7,0,49,Å~
2019-3-16,13:50,1.5,285,0.5,0,49,Å~
2019-3-16,14:00,1.6,292,0.8,0,48,0
2019-3-16,14:10,2,323,1.3,0,48,Å~
2019-3-16,14:20,1.7,308,1.2,0,48,Å~
2019-3-16,14:30,1.9,322,1.2,0,48,Å~
2019-3-16,14:40,2,319,1.4,0,48,Å~
2019-3-16,14:50,2.1,333,1.8,0,47,Å~
2019-3-16,15:00,2.1,334,1.9,0,47,0
2019-3-16,15:10,2,317,1.5,0,47,Å~
2019-3-16,15:20,2.3,304,1.6,0,47,Å~
2019-3-16,15:30,1.7,306,1.7,0,47,Å~
2019-3-16,15:40,2.1,304,1.9,0,46,Å~
2019-3-16,15:50,2.1,286,1.5,0,46,Å~
2019-3-16,16:00,1.7,275,2,0,46,0
2019-3-16,16:10,1.4,276,2,0,46,Å~
2019-3-16,16:20,1.3,277,1.7,0,46,Å~
2019-3-16,16:30,1,290,1.6,0,46,Å~
2019-3-16,16:40,1,281,1.2,0,46,Å~
2019-3-16,16:50,1.1,280,1.2,0,46,Å~
2019-3-16,17:00,1.1,283,1.1,0,46,0
2019-3-16,17:10,1.1,271,1,0,46,Å~
2019-3-16,17:20,1.2,268,1.2,0,46,Å~
2019-3-16,17:30,1.3,274,1.1,0,46,Å~
2019-3-16,17:40,1.3,282,1.2,0,46,Å~
2019-3-16,17:50,1.3,284,1,0,46,Å~
2019-3-16,18:00,0.9,315,0.9,0,46,0
2019-3-16,18:10,0.6,304,0.8,0,45,Å~
2019-3-16,18:20,0.5,288,0.9,0,45,Å~
2019-3-16,18:30,0.6,307,1,0,45,Å~
2019-3-16,18:40,0.6,309,0.9,0,45,Å~
2019-3-16,18:50,0.5,296,1,0,45,Å~
2019-3-16,19:00,0.5,298,1,0,45,0
2019-3-16,19:10,0.6,290,1,0,45,Å~
2019-3-16,19:20,0.5,289,1.1,0,45,Å~
2019-3-16,19:30,0.3,273,1.5,0,44,Å~
2019-3-16,19:40,0.4,268,1.7,0,44,Å~
2019-3-16,19:50,0.3,272,1.5,0,44,Å~
2019-3-16,20:00,0.3,272,1.1,0,44,0
2019-3-16,20:10,0.3,276,1.4,0,44,Å~
2019-3-16,20:20,0.2,268,1.5,0.5,44,Å~
2019-3-16,20:30,0.2,255,1.9,0,44,Å~
2019-3-16,20:40,0.1,251,2.1,0,44,Å~
2019-3-16,20:50,0.1,250,1.9,0,44,Å~
2019-3-16,21:00,0.1,258,1.4,0,44,0
2019-3-16,21:10,0.2,255,1.4,0,44,Å~
2019-3-16,21:20,0.2,252,1.6,0,44,Å~
2019-3-16,21:30,0.3,266,1.1,0,44,Å~
2019-3-16,21:40,0.4,269,0.8,0,44,Å~
2019-3-16,21:50,0.3,270,0.6,0,44,Å~
2019-3-16,22:00,0.6,286,1,0,44,0
2019-3-16,22:10,0.4,274,0.8,0,44,Å~
2019-3-16,22:20,0.3,258,0.8,0,44,Å~
2019-3-16,22:30,0.2,256,0.9,0,44,Å~
2019-3-16,22:40,0.2,273,0.7,0,44,Å~
2019-3-16,22:50,0.3,268,0.7,0,44,Å~
2019-3-16,23:00,0.4,257,1,0,44,0
2019-3-16,23:10,0.2,246,0.9,0,44,Å~
2019-3-16,23:20,0,238,0.9,0,44,Å~
2019-3-16,23:30,-0.1,234,0.9,0,44,Å~
2019-3-16,23:40,-0.3,238,1,0,44,Å~
2019-3-16,23:50,-0.4,237,1.2,0,44,Å~
2019-3-17,0:00,-0.1,247,0.9,0,44,0
2019-3-17,0:10,0.3,263,0.9,0,44,Å~
2019-3-17,0:20,0.2,252,1,0,44,Å~
2019-3-17,0:30,0.4,265,0.9,0,44,Å~
2019-3-17,0:40,0.3,278,1.5,0,44,Å~
2019-3-17,0:50,0.5,276,1.1,0,44,Å~
2019-3-17,1:00,0.6,279,1,0,44,0
2019-3-17,1:10,0.9,274,1.5,0,44,Å~
2019-3-17,1:20,1,271,1.9,0,44,Å~
2019-3-17,1:30,1,273,1.7,0,44,Å~
2019-3-17,1:40,1.1,271,1.5,0,44,Å~
2019-3-17,1:50,1.1,271,1.6,0,44,Å~
2019-3-17,2:00,1.1,276,1.8,0,44,0
2019-3-17,2:10,1,275,1.6,0,44,Å~
2019-3-17,2:20,1,287,1.7,0,44,Å~
2019-3-17,2:30,1,293,1.2,0,44,Å~
2019-3-17,2:40,1,288,1.2,0,44,Å~
2019-3-17,2:50,1,281,1.2,0,44,Å~
2019-3-17,3:00,0.9,285,1.1,0,44,0
2019-3-17,3:10,0.8,301,0.8,0,44,Å~
2019-3-17,3:20,0.8,298,0.7,0,44,Å~
2019-3-17,3:30,0.8,291,0.7,0,44,Å~
2019-3-17,3:40,0.6,313,0.7,0,44,Å~
2019-3-17,3:50,0.4,327,0.7,0,44,Å~
2019-3-17,4:00,0.4,342,0.9,0,44,0
2019-3-17,4:10,0.2,324,0.6,0,44,Å~
2019-3-17,4:20,0.1,354,0.8,0,44,Å~
2019-3-17,4:30,0,351,0.9,0,44,Å~
2019-3-17,4:40,-0.1,5,0.8,0,44,Å~
2019-3-17,4:50,-0.3,348,0.7,0,44,Å~
2019-3-17,5:00,-0.4,355,0.9,0,44,0
2019-3-17,5:10,-0.4,2,0.9,0,44,Å~
2019-3-17,5:20,-0.4,354,0.7,0,44,Å~
2019-3-17,5:30,-0.7,313,0.5,0,44,Å~
2019-3-17,5:40,-0.8,280,0.5,0,44,Å~
2019-3-17,5:50,-0.7,296,0.4,0,44,Å~
2019-3-17,6:00,-0.6,323,0.6,0,44,0
2019-3-17,6:10,-0.2,293,0.7,0,44,Å~
2019-3-17,6:20,-0.2,305,0.8,0,44,Å~
2019-3-17,6:30,-0.2,290,0.9,0,44,Å~
2019-3-17,6:40,0,276,0.9,0,44,Å~
2019-3-17,6:50,0.2,272,1,0,44,Å~
2019-3-17,7:00,0.5,292,0.7,0,44,0
2019-3-17,7:10,0.6,295,0.8,0,44,Å~
2019-3-17,7:20,0.7,335,0.8,0,44,Å~
2019-3-17,7:30,0.6,349,0.7,0,44,Å~
2019-3-17,7:40,0.7,318,0.7,0,44,Å~
2019-3-17,7:50,0.1,27,1.3,0,44,Å~
2019-3-17,8:00,0.2,34,1.4,0,44,0
2019-3-17,8:10,0.4,37,1.5,0,44,Å~
2019-3-17,8:20,0.7,40,1.1,0,44,Å~
2019-3-17,8:30,0.3,15,0.4,0,44,Å~
2019-3-17,8:40,0.9,32,0.3,0,44,Å~
2019-3-17,8:50,1.2,34,0.8,0,44,Å~
2019-3-17,9:00,1,25,0.8,0,44,0
2019-3-17,9:10,1,25,0.8,0,44,Å~
2019-3-17,9:20,1.1,321,0.2,0,44,Å~
2019-3-17,9:30,1,274,0.3,0,44,Å~
2019-3-17,9:40,1.6,326,0.4,0,44,Å~
2019-3-17,9:50,1.6,18,1.1,0,44,Å~
2019-3-17,10:00,1.6,358,0.9,0,44,0
2019-3-17,10:10,0.9,290,0.9,0,44,Å~
2019-3-17,10:20,1.2,316,0.9,0,44,Å~
2019-3-17,10:30,0.8,292,1,0,44,Å~
2019-3-17,10:40,1.3,292,0.9,0,44,Å~
2019-3-17,10:50,1.5,284,0.9,0,44,Å~
2019-3-17,11:00,1.8,274,1.3,0,44,0
2019-3-17,11:10,1.6,317,0.5,0,44,Å~
2019-3-17,11:20,1.6,21,1,0,44,Å~
2019-3-17,11:30,1.9,300,0.8,0,44,Å~
2019-3-17,11:40,2,346,0.8,0,44,Å~
2019-3-17,11:50,2.3,274,0.6,0,44,Å~
2019-3-17,12:00,2.5,272,1.2,0,44,0
2019-3-17,12:10,3.2,261,1.2,0,44,Å~
2019-3-17,12:20,3.1,9,1.2,0,44,Å~
2019-3-17,12:30,2.7,327,0.8,0,44,Å~
2019-3-17,12:40,2.8,17,1.3,0,44,Å~
2019-3-17,12:50,2.6,356,1.4,0,44,Å~
2019-3-17,13:00,2.6,357,1.2,0,44,0
2019-3-17,13:10,2.7,313,0.8,0,44,Å~
2019-3-17,13:20,2.6,342,0.9,0,44,Å~
2019-3-17,13:30,2.7,1,1.2,0,44,Å~
2019-3-17,13:40,2.6,347,1.5,0,44,Å~
2019-3-17,13:50,2.3,354,1.1,0,44,Å~
2019-3-17,14:00,2.4,322,0.8,0,44,0
2019-3-17,14:10,2.7,328,0.9,0,44,Å~
2019-3-17,14:20,2.7,289,0.6,0,44,Å~
2019-3-17,14:30,2.2,249,0.7,0,44,Å~
2019-3-17,14:40,2.4,300,0.3,0,44,Å~
2019-3-17,14:50,3,305,1.1,0,44,Å~
2019-3-17,15:00,2.9,294,1.2,0,44,0
2019-3-17,15:10,3,320,1.1,0,44,Å~
2019-3-17,15:20,2.8,316,1.4,0,44,Å~
2019-3-17,15:30,2.7,303,1.4,0,44,Å~
2019-3-17,15:40,2.7,292,1.2,0,44,Å~
2019-3-17,15:50,2.7,314,1.1,0,44,Å~
2019-3-17,16:00,2.5,291,1.4,0,44,0
2019-3-17,16:10,2.4,300,1.2,0,44,Å~
2019-3-17,16:20,2.5,302,1,0,44,Å~
2019-3-17,16:30,2.5,320,0.9,0,44,Å~
2019-3-17,16:40,2.5,311,1.1,0,44,Å~
2019-3-17,16:50,2.4,307,1.1,0,44,Å~
2019-3-17,17:00,2.1,279,1.2,0,44,0
2019-3-17,17:10,2.1,270,1,0,44,Å~
2019-3-17,17:20,2.2,286,0.8,0,44,Å~
2019-3-17,17:30,2.2,281,0.7,0,44,Å~
2019-3-17,17:40,2,292,1,0,44,Å~
2019-3-17,17:50,1.9,295,0.8,0,44,Å~
2019-3-17,18:00,1.7,290,1,0,44,0
2019-3-17,18:10,1.6,270,0.8,0,44,Å~
2019-3-17,18:20,1.7,268,0.9,0,44,Å~
2019-3-17,18:30,1.6,270,0.8,0,44,Å~
2019-3-17,18:40,1.6,276,0.6,0,44,Å~
2019-3-17,18:50,1.6,269,0.8,0,44,Å~
2019-3-17,19:00,1.1,231,1,0,44,0
2019-3-17,19:10,0.9,234,0.7,0,44,Å~
2019-3-17,19:20,0.3,254,0.2,0,44,Å~
2019-3-17,19:30,0.4,231,0.5,0,44,Å~
2019-3-17,19:40,0.1,232,0.4,0,44,Å~
2019-3-17,19:50,-0.4,257,0.3,0,44,Å~
2019-3-17,20:00,-0.7,241,0.5,0,44,0
2019-3-17,20:10,-0.8,277,0.1,0,44,Å~
2019-3-17,20:20,-0.9,259,0.2,0,44,Å~
2019-3-17,20:30,-0.9,262,0.2,0,44,Å~
2019-3-17,20:40,-1.1,258,0.2,0,44,Å~
2019-3-17,20:50,-1.4,264,0.2,0,44,Å~
2019-3-17,21:00,-1.5,254,0.3,0,44,0
2019-3-17,21:10,-1.6,288,0.2,0,44,Å~
2019-3-17,21:20,-1.5,284,0.2,0,44,Å~
2019-3-17,21:30,-1.6,267,0.2,0,44,Å~
2019-3-17,21:40,-1.8,275,0.2,0,44,Å~
2019-3-17,21:50,-2,313,0.2,0,44,Å~
2019-3-17,22:00,-2,323,0.2,0,44,0
2019-3-17,22:10,-2.1,261,0.3,0,44,Å~
2019-3-17,22:20,-2.4,277,0.2,0,44,Å~
2019-3-17,22:30,-2.4,345,0.2,0,44,Å~
2019-3-17,22:40,-2.4,247,0.4,0,44,Å~
2019-3-17,22:50,-2.6,283,0.2,0,44,Å~
2019-3-17,23:00,-2.7,247,0.4,0,44,0
2019-3-17,23:10,-2.9,277,0.2,0,44,Å~
2019-3-17,23:20,-2.8,241,0.4,0,44,Å~
2019-3-17,23:30,-2.7,282,0.2,0,44,Å~
2019-3-17,23:40,-2.7,327,0.2,0,44,Å~
2019-3-17,23:50,-2.7,323,0.2,0,44,Å~
2019-3-18,0:00,-2.6,343,0.2,0,44,0
2019-3-18,0:10,-2.7,320,0.2,0,44,Å~
2019-3-18,0:20,-2.5,324,0.2,0,43,Å~
2019-3-18,0:30,-2.4,313,0.2,0,43,Å~
2019-3-18,0:40,-2.4,270,0.1,0,43,Å~
2019-3-18,0:50,-2.1,252,0.3,0,43,Å~
2019-3-18,1:00,-2.1,252,0.2,0,43,0
2019-3-18,1:10,-2.2,265,0.2,0,43,Å~
2019-3-18,1:20,-2.2,248,0.2,0,43,Å~
2019-3-18,1:30,-2.4,252,0.2,0,43,Å~
2019-3-18,1:40,-2.2,275,0.1,0,43,Å~
2019-3-18,1:50,-2.2,248,0.1,0,43,Å~
2019-3-18,2:00,-2.4,266,0.2,0,43,0
2019-3-18,2:10,-2.8,315,0.1,0,43,Å~
2019-3-18,2:20,-2.6,287,0.2,0,43,Å~
2019-3-18,2:30,-2.7,320,0.2,0,43,Å~
2019-3-18,2:40,-2.6,291,0.2,0,43,Å~
2019-3-18,2:50,-2.9,321,0.1,0,43,Å~
2019-3-18,3:00,-3.2,303,0.2,0,43,0
2019-3-18,3:10,-3.1,314,0.2,0,43,Å~
2019-3-18,3:20,-3.3,260,0.3,0,43,Å~
2019-3-18,3:30,-3.4,305,0.2,0,43,Å~
2019-3-18,3:40,-3.8,268,0.3,0,43,Å~
2019-3-18,3:50,-3.3,336,0.2,0,43,Å~
2019-3-18,4:00,-2.4,325,0.2,0,43,0
2019-3-18,4:10,-1.6,288,0.2,0,43,Å~
2019-3-18,4:20,-1.6,317,0.2,0,43,Å~
2019-3-18,4:30,-2.3,319,0.2,0,43,Å~
2019-3-18,4:40,-2.6,3,0.2,0,43,Å~
2019-3-18,4:50,-2.9,317,0.2,0,43,Å~
2019-3-18,5:00,-3.6,251,0.4,0,43,0
2019-3-18,5:10,-3,338,0.2,0,43,Å~
2019-3-18,5:20,-3.3,340,0.2,0,43,Å~
2019-3-18,5:30,-3.5,338,0.2,0,43,Å~
2019-3-18,5:40,-3.7,325,0.2,0,43,Å~
2019-3-18,5:50,-4.1,301,0.1,0,43,Å~
2019-3-18,6:00,-4.4,348,0.2,0,43,0
2019-3-18,6:10,-4.6,344,0.2,0,43,Å~
2019-3-18,6:20,-4.6,335,0.2,0,43,Å~
2019-3-18,6:30,-4.1,336,0.2,0,43,Å~
2019-3-18,6:40,-4,321,0.2,0,43,Å~
2019-3-18,6:50,-3.2,332,0.2,0,43,Å~
2019-3-18,7:00,-2.9,349,0.1,0,43,0
2019-3-18,7:10,-2.9,265,0.3,0,43,Å~
2019-3-18,7:20,-1.8,338,0.1,0,43,Å~
2019-3-18,7:30,-1.6,317,0.2,0,43,Å~
2019-3-18,7:40,-1,299,0.3,0,43,Å~
2019-3-18,7:50,-0.9,315,0.3,0,43,Å~
2019-3-18,8:00,-0.3,355,0.3,0,43,0
2019-3-18,8:10,0.1,357,0.4,0,43,Å~
2019-3-18,8:20,0.8,355,0.4,0,43,Å~
2019-3-18,8:30,1.4,295,0.3,0,43,Å~
2019-3-18,8:40,1.8,323,0.3,0,43,Å~
2019-3-18,8:50,2.3,310,0.3,0,43,Å~
2019-3-18,9:00,2.5,339,0.3,0,43,0
2019-3-18,9:10,2.9,309,0.2,0,43,Å~
2019-3-18,9:20,3.5,320,0.3,0,43,Å~
2019-3-18,9:30,3.7,311,0.3,0,43,Å~
2019-3-18,9:40,4.1,288,0.3,0,43,Å~
2019-3-18,9:50,4.4,276,0.3,0,43,Å~
2019-3-18,10:00,4.7,292,0.3,0,43,0
2019-3-18,10:10,4.9,321,0.4,0,43,Å~
2019-3-18,10:20,5.1,289,0.2,0,43,Å~
2019-3-18,10:30,5.9,279,0.4,0,43,Å~
2019-3-18,10:40,6,244,1.8,0,43,Å~
2019-3-18,10:50,6.4,242,1.9,0,43,Å~
2019-3-18,11:00,6.3,238,2.3,0,43,0
2019-3-18,11:10,6.6,238,2.5,0,43,Å~
2019-3-18,11:20,6.7,237,2.7,0,43,Å~
2019-3-18,11:30,7.2,240,2.3,0,43,Å~
2019-3-18,11:40,7.3,244,1.7,0,43,Å~
2019-3-18,11:50,7.5,238,1.7,0,43,Å~
2019-3-18,12:00,7.7,238,1.9,0,43,0
2019-3-18,12:10,7.5,236,2.8,0,43,Å~
2019-3-18,12:20,7.6,238,2.6,0,43,Å~
2019-3-18,12:30,7.8,242,1.9,0,43,Å~
2019-3-18,12:40,8.2,242,2.3,0,43,Å~
2019-3-18,12:50,8.5,241,1.6,0,43,Å~
2019-3-18,13:00,8.2,242,2,0,43,0
2019-3-18,13:10,8,238,2.2,0,43,Å~
2019-3-18,13:20,8.1,241,2.3,0,43,Å~
2019-3-18,13:30,7.6,246,2.1,0,43,Å~
2019-3-18,13:40,7.9,258,1.5,0,43,Å~
2019-3-18,13:50,7.7,244,0.6,0,43,Å~
2019-3-18,14:00,7.8,252,1,0,43,0
2019-3-18,14:10,8.1,264,0.4,0,43,Å~
2019-3-18,14:20,8.4,237,1,0,43,Å~
2019-3-18,14:30,8.4,249,0.6,0,43,Å~
2019-3-18,14:40,8.5,239,1.2,0,43,Å~
2019-3-18,14:50,8.6,242,0.9,0,42,Å~
2019-3-18,15:00,8.8,237,1.4,0,42,0
2019-3-18,15:10,8.6,243,1,0,42,Å~
2019-3-18,15:20,8.6,239,1,0,42,Å~
2019-3-18,15:30,8.7,235,1.2,0,42,Å~
2019-3-18,15:40,8.4,242,0.7,0,42,Å~
2019-3-18,15:50,8.5,258,0.3,0,41,Å~
2019-3-18,16:00,8.4,311,0.2,0,41,0
2019-3-18,16:10,8.1,354,0.4,0,41,Å~
2019-3-18,16:20,8.4,289,0.1,0,41,Å~
2019-3-18,16:30,8.1,270,0.2,0,41,Å~
2019-3-18,16:40,7.5,306,0.2,0,41,Å~
2019-3-18,16:50,7.2,242,0.4,0,41,Å~
2019-3-18,17:00,6.7,335,0.2,0,41,0
2019-3-18,17:10,6.6,357,0.4,0,41,Å~
2019-3-18,17:20,6.6,6,0.3,0,41,Å~
2019-3-18,17:30,6.3,357,0.4,0,41,Å~
2019-3-18,17:40,6,354,0.4,0,41,Å~
2019-3-18,17:50,5.8,351,0.4,0,41,Å~
2019-3-18,18:00,5.8,334,0.3,0,41,0
2019-3-18,18:10,5.8,305,0.3,0,41,Å~
2019-3-18,18:20,5.7,302,0.3,0,41,Å~
2019-3-18,18:30,5.6,290,0.3,0,41,Å~
2019-3-18,18:40,5.6,325,0.3,0,41,Å~
2019-3-18,18:50,5.4,333,0.4,0,41,Å~
2019-3-18,19:00,5.1,323,0.3,0,41,0
2019-3-18,19:10,5.5,347,0.4,0,41,Å~
2019-3-18,19:20,4,274,0.3,0,41,Å~
2019-3-18,19:30,3.9,278,0.3,0,41,Å~
2019-3-18,19:40,3.9,287,0.3,0,41,Å~
2019-3-18,19:50,3.6,290,0.3,0,41,Å~
2019-3-18,20:00,4.3,324,0.2,0,41,0
2019-3-18,20:10,4,294,0.3,0,41,Å~
2019-3-18,20:20,3.3,295,0.4,0,41,Å~
2019-3-18,20:30,3.2,292,0.3,0,41,Å~
2019-3-18,20:40,3,281,0.4,0,41,Å~
2019-3-18,20:50,3.1,278,0.4,0,41,Å~
2019-3-18,21:00,2.9,289,0.4,0,41,0
2019-3-18,21:10,2.8,270,0.3,0,41,Å~
2019-3-18,21:20,2.9,276,0.3,0,41,Å~
2019-3-18,21:30,3,275,0.3,0,41,Å~
2019-3-18,21:40,3.1,293,0.2,0,41,Å~
2019-3-18,21:50,3.7,324,0.4,0,41,Å~
2019-3-18,22:00,3.8,349,0.4,0,41,0
2019-3-18,22:10,3.7,336,0.5,0,41,Å~
2019-3-18,22:20,3.8,340,0.5,0,41,Å~
2019-3-18,22:30,3.8,303,0.4,0,41,Å~
2019-3-18,22:40,3.8,302,0.4,0,41,Å~
2019-3-18,22:50,3.8,297,0.4,0,41,Å~
2019-3-18,23:00,3.6,337,0.5,0,41,0
2019-3-18,23:10,3.7,327,0.5,0,41,Å~
2019-3-18,23:20,3.7,321,0.4,0,41,Å~
2019-3-18,23:30,3.5,297,0.5,0,41,Å~
2019-3-18,23:40,3.3,329,0.5,0,41,Å~
2019-3-18,23:50,3.4,334,0.5,0,41,Å~
2019-3-19,0:00,3.5,301,0.5,0,41,0
2019-3-19,0:10,3.5,303,0.4,0,41,Å~
2019-3-19,0:20,3.6,305,0.5,0,41,Å~
2019-3-19,0:30,3.6,303,0.4,0,41,Å~
2019-3-19,0:40,3.5,319,0.5,0,41,Å~
2019-3-19,0:50,3.5,318,0.5,0,41,Å~
2019-3-19,1:00,3.2,285,0.4,0,41,0
2019-3-19,1:10,3.3,280,0.5,0,41,Å~
2019-3-19,1:20,3.2,273,0.4,0,41,Å~
2019-3-19,1:30,3.2,291,0.4,0,41,Å~
2019-3-19,1:40,3.2,277,0.4,0,41,Å~
2019-3-19,1:50,3.1,293,0.4,0,41,Å~
2019-3-19,2:00,3.1,280,0.4,0,41,0
2019-3-19,2:10,3.3,275,0.4,0,41,Å~
2019-3-19,2:20,3.3,276,0.4,0,41,Å~
2019-3-19,2:30,3.3,277,0.3,0,41,Å~
2019-3-19,2:40,3.3,272,0.4,0,41,Å~
2019-3-19,2:50,3.3,270,0.4,0,41,Å~
2019-3-19,3:00,3.3,281,0.5,0,41,0
2019-3-19,3:10,3.3,270,0.4,0,41,Å~
2019-3-19,3:20,3.5,281,0.5,0,41,Å~
2019-3-19,3:30,3.5,283,0.4,0,41,Å~
2019-3-19,3:40,3.6,281,0.5,0,41,Å~
2019-3-19,3:50,3.5,280,0.3,0,41,Å~
2019-3-19,4:00,3.8,301,0.4,0,41,0
2019-3-19,4:10,3.6,297,0.4,0,41,Å~
2019-3-19,4:20,3.3,276,0.4,0,41,Å~
2019-3-19,4:30,3,285,0.3,0,41,Å~
2019-3-19,4:40,3.1,309,0.4,0,41,Å~
2019-3-19,4:50,3,302,0.4,0,41,Å~
2019-3-19,5:00,3,284,0.3,0,41,0
2019-3-19,5:10,3.3,287,0.3,0,41,Å~
2019-3-19,5:20,3.4,284,0.4,0,41,Å~
2019-3-19,5:30,3.3,308,0.5,0,41,Å~
2019-3-19,5:40,3.5,352,0.6,0,41,Å~
2019-3-19,5:50,3.5,310,0.5,0,41,Å~
2019-3-19,6:00,3.5,283,0.4,0,41,0
2019-3-19,6:10,3.5,285,0.3,0,41,Å~
2019-3-19,6:20,3.6,270,0.3,0,41,Å~
2019-3-19,6:30,3.9,292,0.4,0,41,Å~
2019-3-19,6:40,4,288,0.4,0,41,Å~
2019-3-19,6:50,3.9,265,0.2,0,41,Å~
2019-3-19,7:00,3.2,250,0.3,0,41,0
2019-3-19,7:10,3.2,244,0.5,0,41,Å~
2019-3-19,7:20,3.4,272,0.4,0,41,Å~
2019-3-19,7:30,3.6,275,0.4,0,41,Å~
2019-3-19,7:40,4,297,0.4,0,41,Å~
2019-3-19,7:50,4.3,283,0.3,0,41,Å~
2019-3-19,8:00,4.4,270,0.3,0,41,0
2019-3-19,8:10,4.8,282,0.3,0,41,Å~
2019-3-19,8:20,5.3,310,0.4,0,41,Å~
2019-3-19,8:30,5.9,336,0.4,0,41,Å~
2019-3-19,8:40,6.1,278,0.4,0,41,Å~
2019-3-19,8:50,6.3,257,0.3,0,41,Å~
2019-3-19,9:00,6.4,253,0.3,0,41,0
2019-3-19,9:10,6.8,325,0.3,0,41,Å~
2019-3-19,9:20,6.9,310,0.2,0,41,Å~
2019-3-19,9:30,7.2,268,0.3,0,41,Å~
